atom_id,x_gt,y_gt
0,23.773656795309325,22.908954887139107
1,39.77365679530932,22.908954887139107
2,55.77365679530932,22.908954887139107
3,71.77365679530932,22.908954887139107
4,87.77365679530932,22.908954887139107
5,103.77365679530932,22.908954887139107
6,119.77365679530932,22.908954887139107
7,135.77365679530934,22.908954887139107
8,151.77365679530934,22.908954887139107
9,167.77365679530934,22.908954887139107
10,183.77365679530934,22.908954887139107
11,199.77365679530934,22.908954887139107
12,215.77365679530934,22.908954887139107
13,231.77365679530934,22.908954887139107
14,23.773656795309325,38.90895488713911
15,39.77365679530932,38.90895488713911
16,55.77365679530932,38.90895488713911
17,71.77365679530932,38.90895488713911
18,87.77365679530932,38.90895488713911
19,103.77365679530932,38.90895488713911
20,119.77365679530932,38.90895488713911
21,135.77365679530934,38.90895488713911
22,151.77365679530934,38.90895488713911
23,167.77365679530934,38.90895488713911
24,183.77365679530934,38.90895488713911
25,199.77365679530934,38.90895488713911
26,215.77365679530934,38.90895488713911
27,231.77365679530934,38.90895488713911
28,23.773656795309325,54.90895488713911
29,39.77365679530932,54.90895488713911
30,55.77365679530932,54.90895488713911
31,71.77365679530932,54.90895488713911
32,87.77365679530932,54.90895488713911
33,103.77365679530932,54.90895488713911
34,119.77365679530932,54.90895488713911
35,135.77365679530934,54.90895488713911
36,151.77365679530934,54.90895488713911
37,167.77365679530934,54.90895488713911
38,183.77365679530934,54.90895488713911
39,199.77365679530934,54.90895488713911
40,215.77365679530934,54.90895488713911
41,231.77365679530934,54.90895488713911
42,23.773656795309325,70.9089548871391
43,39.77365679530932,70.9089548871391
44,55.77365679530932,70.9089548871391
45,71.77365679530932,70.9089548871391
46,87.77365679530932,70.9089548871391
47,103.77365679530932,70.9089548871391
48,119.77365679530932,70.9089548871391
49,135.77365679530934,70.9089548871391
50,151.77365679530934,70.9089548871391
51,167.77365679530934,70.9089548871391
52,183.77365679530934,70.9089548871391
53,199.77365679530934,70.9089548871391
54,215.77365679530934,70.9089548871391
55,231.77365679530934,70.9089548871391
56,23.773656795309325,86.9089548871391
57,39.77365679530932,86.9089548871391
58,55.77365679530932,86.9089548871391
59,71.77365679530932,86.9089548871391
60,87.77365679530932,86.9089548871391
61,103.77365679530932,86.9089548871391
62,119.77365679530932,86.9089548871391
63,135.77365679530934,86.9089548871391
64,151.77365679530934,86.9089548871391
65,167.77365679530934,86.9089548871391
66,183.77365679530934,86.9089548871391
67,199.77365679530934,86.9089548871391
68,215.77365679530934,86.9089548871391
69,231.77365679530934,86.9089548871391
70,23.773656795309325,102.9089548871391
71,39.77365679530932,102.9089548871391
72,55.77365679530932,102.9089548871391
73,71.77365679530932,102.9089548871391
74,87.77365679530932,102.9089548871391
75,103.77365679530932,102.9089548871391
76,119.77365679530932,102.9089548871391
77,135.77365679530934,102.9089548871391
78,151.77365679530934,102.9089548871391
79,167.77365679530934,102.9089548871391
80,183.77365679530934,102.9089548871391
81,199.77365679530934,102.9089548871391
82,215.77365679530934,102.9089548871391
83,231.77365679530934,102.9089548871391
84,23.773656795309325,118.9089548871391
85,39.77365679530932,118.9089548871391
86,55.77365679530932,118.9089548871391
87,71.77365679530932,118.9089548871391
88,87.77365679530932,118.9089548871391
89,103.77365679530932,118.9089548871391
90,119.77365679530932,118.9089548871391
91,135.77365679530934,118.9089548871391
92,151.77365679530934,118.9089548871391
93,167.77365679530934,118.9089548871391
94,183.77365679530934,118.9089548871391
95,199.77365679530934,118.9089548871391
96,215.77365679530934,118.9089548871391
97,231.77365679530934,118.9089548871391
98,23.773656795309325,134.90895488713912
99,39.77365679530932,134.90895488713912
100,55.77365679530932,134.90895488713912
101,71.77365679530932,134.90895488713912
102,87.77365679530932,134.90895488713912
103,103.77365679530932,134.90895488713912
104,119.77365679530932,134.90895488713912
105,135.77365679530934,134.90895488713912
106,151.77365679530934,134.90895488713912
107,167.77365679530934,134.90895488713912
108,183.77365679530934,134.90895488713912
109,199.77365679530934,134.90895488713912
110,215.77365679530934,134.90895488713912
111,231.77365679530934,134.90895488713912
112,23.773656795309325,150.90895488713912
113,39.77365679530932,150.90895488713912
114,55.77365679530932,150.90895488713912
115,71.77365679530932,150.90895488713912
116,87.77365679530932,150.90895488713912
117,103.77365679530932,150.90895488713912
118,119.77365679530932,150.90895488713912
119,135.77365679530934,150.90895488713912
120,151.77365679530934,150.90895488713912
121,167.77365679530934,150.90895488713912
122,183.77365679530934,150.90895488713912
123,199.77365679530934,150.90895488713912
124,215.77365679530934,150.90895488713912
125,231.77365679530934,150.90895488713912
126,23.773656795309325,166.90895488713912
127,39.77365679530932,166.90895488713912
128,55.77365679530932,166.90895488713912
129,71.77365679530932,166.90895488713912
130,87.77365679530932,166.90895488713912
131,103.77365679530932,166.90895488713912
132,119.77365679530932,166.90895488713912
133,135.77365679530934,166.90895488713912
134,151.77365679530934,166.90895488713912
135,167.77365679530934,166.90895488713912
136,183.77365679530934,166.90895488713912
137,199.77365679530934,166.90895488713912
138,215.77365679530934,166.90895488713912
139,231.77365679530934,166.90895488713912
140,23.773656795309325,182.90895488713912
141,39.77365679530932,182.90895488713912
142,55.77365679530932,182.90895488713912
143,71.77365679530932,182.90895488713912
144,87.77365679530932,182.90895488713912
145,103.77365679530932,182.90895488713912
146,119.77365679530932,182.90895488713912
147,135.77365679530934,182.90895488713912
148,151.77365679530934,182.90895488713912
149,167.77365679530934,182.90895488713912
150,183.77365679530934,182.90895488713912
151,199.77365679530934,182.90895488713912
152,215.77365679530934,182.90895488713912
153,231.77365679530934,182.90895488713912
154,23.773656795309325,198.90895488713912
155,39.77365679530932,198.90895488713912
156,55.77365679530932,198.90895488713912
157,71.77365679530932,198.90895488713912
158,87.77365679530932,198.90895488713912
159,103.77365679530932,198.90895488713912
160,119.77365679530932,198.90895488713912
161,135.77365679530934,198.90895488713912
162,151.77365679530934,198.90895488713912
163,167.77365679530934,198.90895488713912
164,183.77365679530934,198.90895488713912
165,199.77365679530934,198.90895488713912
166,215.77365679530934,198.90895488713912
167,231.77365679530934,198.90895488713912
168,23.773656795309325,214.90895488713912
169,39.77365679530932,214.90895488713912
170,55.77365679530932,214.90895488713912
171,71.77365679530932,214.90895488713912
172,87.77365679530932,214.90895488713912
173,103.77365679530932,214.90895488713912
174,119.77365679530932,214.90895488713912
175,135.77365679530934,214.90895488713912
176,151.77365679530934,214.90895488713912
177,167.77365679530934,214.90895488713912
178,183.77365679530934,214.90895488713912
179,199.77365679530934,214.90895488713912
180,215.77365679530934,214.90895488713912
181,231.77365679530934,214.90895488713912
182,23.773656795309325,230.90895488713912
183,39.77365679530932,230.90895488713912
184,55.77365679530932,230.90895488713912
185,71.77365679530932,230.90895488713912
186,87.77365679530932,230.90895488713912
187,103.77365679530932,230.90895488713912
188,119.77365679530932,230.90895488713912
189,135.77365679530934,230.90895488713912
190,151.77365679530934,230.90895488713912
